Gene.symbol	GSM1339628	GSM1339629	GSM1339630	GSM1339631	GSM1339632	GSM1339633
UBQLN2	742.3	680.4	718.6	766.7	709.9	714.4
SSX2B	58.4	26.7	56	51.6	11.8	57.4
ZNF277	88.2	135.2	80.9	101.5	103.5	87.8
ZNF440	59.2	45.4	26.1	36.6	57.4	58.2
PTGDR	101.2	68.3	68.5	51	61.8	58.8
ZNF81	2.6	34.2	3.1	4.6	21.7	24.4
SNRNP40	432.5	626.9	616.9	529.7	700	516.6
RAD21L1	2.6	21.6	2.1	3.2	3.2	2.2
CD72	80.9	56	11.2	81.7	48.8	9.3
ARFGEF2	19.6	138.5	74.8	117.4	105.8	21.2
LINC00837	13	2.9	9.8	13.6	32.4	12.2
MAGEC2	76.7	54.5	81.6	21.1	7.5	15.9
LINC01361	18.5	6.5	10.9	3.3	46.3	31.7
KIAA1661	11	11.4	9.9	11.2	10.9	10.6
IGLL3P	6522.3	457.7	329.3	771.5	480.7	266.8
SMG7-AS1	9.5	46.8	10.5	18.9	18.2	93.1
SLC5A4	18.9	32.7	23.3	23.5	26	32.7
RPL3	12824.8	11659	12195.4	11205	11831.8	11240.5
GK3P	95.2	88.7	87.6	84.2	104.1	83.6
LOC100130331	24.9	96	66.5	31.6	61.8	36
HCG4B	68.3	102.6	77.9	62.1	108.5	88.7
ZNF721	244.1	216.8	315.5	230.9	220.2	241.2
IGHMBP2	121.3	97.9	30.5	28.5	25.8	73.6
LOC100505534	26.3	32.5	9.2	5.2	5.4	10
UBXN8	507.9	411.2	421.8	342.8	471.3	519.3
CBX2	15.6	10	17.5	11.2	15.2	11.6
PRAMEF12	106.4	63.8	98.3	60.2	96.1	25.4
SLC39A9	25	122.5	39.6	9.5	70.2	101.3
ZXDB	89.3	69.9	25.2	18.8	103.9	35
RNF5	25.1	35	63.3	23.8	29.2	64.4
IFIH1	4.8	5.8	7.7	17.6	27.9	28
POLE	93.3	158.6	135.2	274.1	134.5	148.8
DKFZP564C152	247.7	364.2	233	229.1	235.2	198.6
SEMG2	28.7	5.3	5.2	2.4	3.6	4.6
ZNF280A	122.2	117.6	251.4	159.4	125.5	171.7
CCDC144A	3.2	6.4	5.4	2.2	4.8	4.4
PRINS	270.1	305.8	330.5	197.3	245.8	248
RAB3GAP2	19.4	2.8	39.4	12.6	7.8	3.5
CYP2C19	76.2	65.1	59.6	62.1	82.8	70.4
DAAM1	521.3	1075.3	775.3	667.8	757.8	798
HBBP1	132.3	125.6	79.9	107.2	108.3	88.7
ANKRD34C	48.4	49.3	9.8	23.4	41.1	79.1
FAM205BP	11.1	25	42.4	15.9	25.3	31.9
SV2C	49.2	96.8	25.4	95.6	74.3	71.7
HTR7P1	3.1	6.3	24.9	12.4	3.9	3.8
PHLDB1	13.5	34.3	28.7	8.3	26.9	23.5
LOC145678	40.9	52.6	76	39.8	34.3	51.2
LOC100129503	66.6	69.1	139	34	127.8	27.2
LOC105373738	30.5	47.4	67.6	26	50.1	3.7
NCKIPSD	60.3	162.5	199.4	128.2	167.1	195.9
CELSR3-AS1	5.5	13.5	13.3	6.3	8.4	7.2
SPEF1	169.9	214.4	261.7	94.9	105.3	200.4
LINC00663	188.4	292.9	305.8	264.4	299.4	215.6
LRRC37BP1	8.3	14.9	9	55.3	52.9	33.9
SBNO1	59.2	36.9	13.5	10.2	17.1	11.6
GARNL3	6.2	27.9	6.8	1.8	3.1	5.4
HCRP1	22.9	30.6	117.2	94.9	19.5	93.2
RIMS1	43.9	62.1	110.7	113.1	43.6	71.6
TRDV3	218	202.7	131.5	101	113.2	158.2
LINC00939	3.2	6.9	11.1	4.8	13.9	12.7
FAM208B	3.5	13.6	57.8	9.1	81.9	46.4
CPN2	49.7	77.2	59.8	43.1	29.2	36.5
TAF4B	138	181.3	192.5	105.9	177.3	243.1
LOC105379655	17.9	27.3	30.8	16.5	40.7	29.2
TCEA1	2445.7	2216.1	2158	2584.3	2196.8	2882.7
PVT1	62.5	103.5	74.2	69.9	59	98.2
LPXN	1752.3	1046	1241.5	946.9	859.6	1495.4
TTLL12	249	332.2	306.1	281.5	388.5	118.8
GRM8	4.3	11.3	4.7	7.6	17	26.4
LOC100506699	33.4	31.3	40.8	49.3	34.9	40.7
TGIF2	240.2	187.4	277.3	218.6	197	215.9
LAMB2	1309.8	1638.5	1788.5	1900.1	1587.4	540.3
MYH7	78.6	103.7	70.8	50.6	315.3	67.1
TMEM115	638.1	645	503	566.8	535.6	393.6
ZNF460	120.6	28.2	72	31	28.3	122.3
ADAM3A	54.1	11.8	11.6	8.1	4.8	7.8
CYSLTR1	44.3	40.5	45.7	24.8	51.7	32.7
ADGRD2	25.9	13	16.9	18.6	17	12
TARP	4	30.5	96.3	7.3	4.7	56.2
XRCC3	79.6	43.6	60.6	32.2	57.1	52.6
DGKB	5.9	46.7	26.9	48.1	49.8	34.9
TAOK1	38.7	31.6	187.1	102.8	113.2	123.2
OVOL3	14.2	10.4	15.8	10.3	21.5	8.4
PCDHB17P	6.2	4.6	2.6	3.1	3.6	1.2
GK6P	75.1	75	42.9	76.3	77.6	82.4
HDAC3	675.2	593.5	581.1	588.5	618.2	722.7
CYP2A7P1	4.1	6.6	3.1	4.4	5.3	7.7
YIPF3	667.9	839	732.9	635.6	596.9	596.3
SEC14L3	2.7	3.3	3.3	3.8	3.5	3.1
PPP1R13B	230.3	300.4	223.7	210.3	225.6	173.1
DGKH	104.9	119.4	28.6	9.9	80.8	57.9
ZNF10	76.7	43.4	66.7	63.3	9.7	81.3
MUC7	18.4	15.6	30.6	16.6	43.7	9.9
RRP12	88.2	26.6	35.6	74.1	27.3	47.9
TAPT1	2.4	6.1	1.6	14.4	1.3	1.6
LOC220077	22.9	40	42.9	58.6	34.3	31.4
KLHL1	13.4	73.3	70	20.3	54.4	68.1
C10orf12	12.2	29.9	48	9.3	16.3	29.2
MLIP	3945.1	201.1	29.6	2476.2	230.6	27.9
SEC14L4	26.2	39.1	43	37.8	66.5	95.1
SP3P	15.5	91.4	40.2	20.7	21.7	30.1
ATXN8OS	162.5	86.7	185.4	82.1	28	158.4
VAC14	90.4	37.2	91.1	121.2	51.3	39.4
OR2B2	28.2	70.3	37.3	18.2	53.3	60.1
HOXB9	58	114.1	122.5	36.6	41	39.9
TMEM92-AS1	11.9	7.9	8.4	18.5	16.5	17.4
KIR3DX1	48.5	76.9	24.5	52.3	14.4	34.4
TTC38	12.3	14.5	16.3	17.2	15	10.7
TMSB4X	7171.7	6993.6	7589.5	6658.2	6328.9	7609.6
HSP90B1	990.3	816.2	623	695.8	779.8	895.3
ZNF287	109.3	96.1	147.6	112.9	147.9	139.3
LOC101927181	148.9	187.1	155.6	148.8	142.8	176.1
PQLC3	15.8	28.5	31.9	21.2	28.2	44
DDR1-AS1	26.2	13	32.6	31.9	12.4	22.8
ZNF682	11.9	9.5	5.5	7.5	60.1	31.8
GRIP2	80	137.5	171.6	117.3	97.3	183.9
MYDGF	1573.4	883.1	938.7	992.9	918.7	887
LOC101927086	54.4	87.2	61.6	62.5	69.2	76.1
LOC102723620	100.5	214.3	250.2	121.3	161.5	103.6
MIR1244-3	3375.2	3059.9	3865.5	3099.4	3250	3293.5
BRCC3	88.8	135.7	133.8	161.9	161	198.2
OR2B6	86.1	120.1	116.1	61.3	83.4	87.8
HCG18	8.6	26.7	14.5	28.2	18.2	43.8
OR7E19P	10.4	11.7	13	9.6	11.7	8.3
ATXN3L	52.4	68.5	95.6	44	76.1	52.7
GS1-600G8.3	6.3	10.3	14.1	6.3	12.3	7.4
HMGB3P1	17.7	118.1	23.9	56.8	13.9	29
TBC1D22B	69.7	67.8	72.6	47.1	45.2	35
KIR2DS4	9.6	11.4	9.4	8.8	9.9	14
PRR14L	103.9	156.9	122	80.3	112.4	135.1
SOX5P1	37.5	106.7	53.4	10.6	122.3	83.9
FABP3P2	72.1	25.2	28.5	69.4	14.5	99.9
FOXL1	6.9	10.9	8.3	8.9	4.6	4.4
GJB4	20.7	30.6	17.3	38.6	25.2	14
POM121L2	71.6	125	125	114.9	145.3	166.3
UNGP2	116.5	82.3	91.9	75.8	91.3	95
GNAT3	30.5	34.2	56	31.3	78.9	37.5
MAGEC3	13.5	19.1	14.6	27	67.7	14.9
FAM186A	12.6	80	81	51.3	61.6	35.6
DKFZP434L187	18.2	15.6	24.8	21	39.6	22.5
CCL2	1331.8	945	886.5	699.7	2075	1346.7
AOC4P	30.2	42.4	33.5	53.5	22.8	34.5
DKFZP434A062	81.8	63.4	71.1	73.5	52.8	66.2
HTR3A	164.1	291.9	214.3	174.6	220.7	192.5
MAG	16.7	7.7	4.8	9.3	6.2	3.6
HLA-DPA2	124.4	154.7	40.8	88.4	32.2	106.7
DSCC1	15.6	18	18.1	18.9	8	8
TNXB	85.2	75.6	105.2	96.8	103.1	53.7
LOC1720	3.7	4.4	14.8	22	41.8	30.2
MYO7B	6.6	4.6	46.7	1.8	3.2	2.9
LOC101929148	23.7	15.6	57	26.3	20.4	41.5
MGAM2	75.5	105.6	43.9	54.7	67.5	90.9
ECRP	44.5	74.7	26	34.7	14.4	94.3
PDSS2	21.1	25.4	35.3	20.3	87.3	3.8
MUC8	25.5	42.5	49.2	52.4	42.3	40.9
KIR3DL3	53.4	77.6	52.6	18.3	31.4	13.4
ZNF154	138.4	130.4	99.4	92.3	124.2	108.4
IFT122	312.4	355.7	390.5	264.8	293.4	290.1
SUPT20H	76.2	55.5	50.6	36.1	59	22.4
ANKRD36BP2	1.7	2.7	2.2	1.8	7.6	2.1
OR7C1	107.4	75.6	104.4	58.5	105.8	98.2
PRODH2	55.3	148.4	172.7	127.2	172.7	97.2
OR7E12P	185.6	245.6	255.1	159.3	245.8	234.7
KLK1	207	216.5	208.8	139.2	181	185.4
C1orf68	110.2	22.7	75.3	16.1	24.7	15.1
TAF1	185.7	289.4	215.1	288.6	206.2	183.4
SLC25A30	39.5	46.1	62.4	10.3	79.7	41
LINC00302	5.9	6	3.8	6.3	7.3	6.4
RAB11FIP4	32.5	27.8	43.2	20.1	15.6	16
CYP2U1	13.1	6.4	6.9	5.1	8	9.1
VENTXP1	26.4	47.8	40	13	38.4	26.9
DCLK2	65.6	76.1	87.5	59.1	61.3	80.9
TM6SF2	39.6	69	73.4	67	74	77.7
PYHIN1	154.1	193.8	231.8	125.3	156.8	139.6
OSBPL10	55.8	111.2	23.8	27.4	34.6	118.2
HRASLS2	70	50.9	110.1	67.3	70	50.3
LOC101926997	26.9	39.5	13.3	11.1	36.4	24.6
USP53	1.6	27.2	6.4	1.4	43.5	11.9
CYLC1	3.1	25.3	1.4	20.8	32.5	14.7
FAM224A	18	14.1	10.4	27.7	5.5	13
LOC100289518	23.6	22.5	14.5	22.3	5.1	27.8
MIR622	8.4	9.2	8.6	5.5	8.8	2.7
KRTAP4-7	19.8	66.7	42.5	22.4	45.2	40.6
OR2H1	83.8	92.9	24.5	85.1	13.7	25.9
CYAT1	629.4	20.5	23.6	31.2	16.7	12.2
GDF11	7.9	11.6	11.4	10.5	11.9	12.9
DLEU2	37.8	2.9	4.1	5.3	8.3	5.6
IL23A	93	21	102.1	13.8	36.9	67.2
ATP8B2	572.3	275.1	361.5	363	360.9	170.1
LOC100505498	31.5	55.2	46.5	57.1	99.9	84.8
PRB4	24.6	40.5	41.6	26.5	47.3	34.2
IGHG1	487.2	52.9	25.1	162.6	76.6	36.4
GABRG3	5.3	33.8	13.8	30.7	45.6	25.6
FAM76A	6.4	20.4	14	17.3	46.9	94.2
MICU1	658.1	1076.5	978.7	943.7	989.2	994.9
ARHGEF4	19.3	21.2	38.2	59	27.1	17.8
KRT35	14.5	43	65.4	16.9	14.6	89.3
FCGR1A	40.3	29.6	29.9	41.8	50.1	39.3
LMNB2	271.7	150	147.8	283	154.1	191.8
ZNF133	222.8	274.3	368.7	253	279.9	247.9
RPAIN	48.2	81.7	57	45.5	31.4	86
ZNF224	36.3	26.6	28.6	73.8	45.6	35.8
RUNX2	68.7	59.6	66.9	97.8	40.9	63.5
MKRN2	29.5	79.2	36.6	60.2	58.5	91.3
ADAM5	118.4	122.2	114.1	73.8	156.9	73.8
ADAM15	528.4	543	592.5	503.4	366.6	236.4
PGK2	41.7	52.9	71.3	50.6	99.7	71.1
GBX1	34.4	27	23.5	19.2	9.6	35.5
AZGP1P1	20.1	40.2	62.9	48.9	96.5	19.7
TMEM212	127.7	65.6	77	80.3	73.1	51.9
LOC101929550	89.2	127.9	172.8	67.8	124.8	218.8
KRT84	9.9	5.8	4.4	2.1	17.6	34.9
LOC101928457	13.4	18.3	10.7	10	9.1	8
ELK2AP	49.4	89.3	102	167.8	73.2	143.4
RDH11	63.1	87.5	125.2	113.5	117.2	87.1
NCR2	261.8	240.5	288.5	229	254.3	212.5
SHC1P1	79.1	136.6	124.4	102.4	90.9	99.9
DIAPH2-AS1	36.3	41.2	10.3	24.9	30.4	29.7
MUC3A	115.9	116.6	73.4	109.1	62	62.4
TRBV16	89.5	144.5	144.4	63.7	156.1	132.6
DMPK	20.3	11.9	13.3	15	18.2	11.3
HOMER2	159.5	180.6	129.9	44.6	152	159.5
IGHV3-75	3.1	6.5	5	5.5	7.4	5.9
AMACR	17.3	4.1	2.9	9.5	3.4	2.5
MKRN7P	15.5	16.8	12.4	10.4	12.3	14.3
PMCHL1	12.5	9.8	9.8	5.1	5.8	9.8
UBBP2	60.7	82.4	91.5	27.4	102	84.2
BTBD7	5.1	22.5	16.5	7.4	14.3	13.4
UBBP1	556.1	956.4	787.5	534.3	795.8	942.3
TRAT1	45.4	7.4	5.1	17.9	31	25.5
HADHAP1	53.1	100.8	230	191.9	87.4	194.1
PTGER4P2-CDK2AP2P2	13.2	26.9	24.7	13.1	16.4	15.8
TSPY1	16.6	18.7	14.1	10.8	16.3	16.4
HERPUD1	2918.1	2066	1924.1	2319	2491.4	2104.1
BMS1P20	6033.7	401.8	218.2	341.3	304.1	121.2
SPC24	12.3	22.1	19	19.4	15.4	24.4
ZNF259P1	9.9	11.7	7.3	7.5	42.9	65.2
PRDM1	596.8	63.4	64.9	29.9	49	48.2
RASAL2	3.2	0.5	1.3	5.3	1.5	0.4
GCNT1P1	55.5	66.6	58.9	113.9	61.4	108.2
LOC100420758	34.9	88.1	102.3	59.4	87.1	37.8
BTNL3	243.6	283.7	215.5	101.8	246.3	268.8
ACTBP9	268.5	377	241.2	603.5	245.6	339.6
LOC100287387	39.3	27.2	44.8	29.9	47.9	27.5
SFXN3	846.6	683.6	874.7	724	900.9	743
MAST1	30.3	6.4	6.3	5.8	6.1	4.8
IGLL5	6575.4	743.3	284.8	581.7	377.3	220.2
ADAM3B	12.6	11.5	14.8	12.4	3.5	9.5
LOC101930405	286.3	127.1	44.7	57.5	81.5	53
LOC102723479	18.7	16.1	9.5	21.1	15.3	18.3
RPL15	289.6	357.3	386	352.1	404.8	572.8
PRAMEF10	11.5	15	17.4	25.1	12.5	12.5
SERHL2	9.1	13.2	8.8	26.6	13.1	23.2
NDRG3	1232.8	1232.5	1299.7	1358.5	1606.7	1541.2
OR2F2	107.1	66.8	69.8	86.2	53.5	63
SHMT1	37.7	52.3	56	51	48.8	75.3
OR1F2P	12	12.1	9.7	7.5	11.4	7.8
OR7A10	14.2	11.1	18.5	14.7	58.4	10.2
LOC100293211	593.5	13	5.2	75.9	4.8	4.7
HLA-DRB6	11.1	14.2	12.2	11.2	12.6	15.9
KRT3	18.9	99.7	100.3	80.8	82.8	61
DISC1	64.8	139.4	114	17.6	235.5	101
CTAGE11P	72.3	73.2	150.3	68.3	73.6	94.8
OR2J3	8.2	10.4	16.7	7.2	13.2	10.7
KRT19P2	20.4	18.9	25.7	43.7	6.7	11.8
SMNP	50.4	42.6	36.3	41	9.3	45.5
PRICKLE3	139.1	128.5	169.1	129.8	175.2	137.6
PRKAR1AP1	9.5	32.6	11.1	75.7	8.6	13.3
PRAMEF11	92.6	164.9	145.8	82.7	123.4	95.4
CTNNA1P1	6.1	7	13.4	4.7	6.2	6
ATP5G2P1	100.4	79.8	142.6	121.7	122	121.3
LOC100289473	75.2	167.6	98.1	113.5	120.2	110.3
IGKV1OR2-108	9403.3	398.6	19.7	1235.5	383.8	18.6
ADD3-AS1	35.5	5.6	5.4	51.1	2.5	30.6
CLIC1P1	81.7	45.2	11.2	45.4	24.1	6.4
UBE2NL	409.3	342.8	510.8	534.8	579.2	490.7
MT4	32.7	25.7	23.2	42.6	14	19.4
ZNF227	213.6	189.7	150.6	167.7	160.5	112.4
PIWIL2	7.1	10.5	14.7	11.2	13.7	15.2
HIRA	330.3	323.4	328.2	378.6	414	356.4
HLA-J	2112.5	1318.6	1503.9	1677.4	1602.4	1219.2
LOC101928278	73	69.9	75.5	109.9	23.1	46.5
CADM3-AS1	10.7	18.4	21.8	8.2	9.5	20.9
LOC101927792	10.9	8.6	3.7	9.5	8.5	3.8
LOC729815	96.5	60.2	25.1	34.1	25.1	72.2
BTF3P12	44.1	53.3	20.8	85.4	57.1	71.5
BTF3P13	37.9	41.4	19.7	58	66	56.4
LINC01482	169.3	145.4	113.6	82.9	196.6	129.9
HLA-DMA	4448.5	2917.9	3454.5	2857.6	3314.9	4362.7
SHISA6	5.4	36.3	57.2	32.8	17.1	85.3
IGKV1OR2-118	7201.9	703	320.1	1322.3	550.9	268.7
FOLH1	98.9	58.9	48.2	56.5	90.5	98.2
PTENP1	43.7	45	25.4	73.3	52.3	43
OR7E37P	365.8	421	390.2	269.6	439.5	418.1
IFIT2	452.3	388.7	501	445.1	327.6	392.7
ABCA6	122.7	371	313	268.8	529.3	393
C18orf25	123.6	83.9	134.6	121.3	111	172.3
CRX	63.3	30.4	20.8	78.1	22.6	17
KAZALD1	461.8	426.7	440.8	315.4	460.4	501.3
MILR1	108.8	157.2	60	37.8	55.1	97.1
CACNA1S	21.5	35.2	21.2	39.4	18.8	45.4
KCNV2	19.2	22.9	23.6	13.6	37.3	43.8
OLFML1	1187.9	1828.9	1855.2	1454	2595.5	888.2
ORAI2	69.3	88.7	123.3	118.6	55.3	109.7
PWWP2A	126.2	99.5	96.1	46.6	86.4	161.7
FAM49B	7.4	17.2	33.9	17.8	18	56
NXPE3	97.6	135.8	76.5	118.9	92.9	150.6
MIR3916	37.8	29.3	75.8	49.6	53.1	69.6
MYH14	23.2	15.3	30.6	33.8	21	14
MT1M	642.4	1420.8	1230.7	658.5	1021.8	1518.5
ZNF675	61.3	22.7	54	39.6	87.3	68.6
ARPIN	173.7	344.6	316.5	208.7	292.8	333.9
OR7E14P	33	89.8	61.6	44.6	62.6	68
STEAP1B	63.7	71.7	27.5	86.8	87.6	76
RPL10L	106.1	58	114.2	152.8	110.7	116.8
GGA1	13.4	7.9	12.2	7	10	10.9
BRINP3	4.2	24.7	3.7	14.3	3.6	5.9
RAB40A	12.7	8.1	17	9.2	8.6	5.1
ZSWIM1	91.5	148.9	200.1	77.1	122.4	149.3
ZSCAN18	18.3	33.1	42.6	15.5	37	60.8
CINP	113.2	129	152.9	109.9	84	113
SCUBE3	56	23	28.2	23.1	112.7	58.2
USP27X	65.9	93.1	67.4	56.4	75.8	106.6
SREK1IP1	47.1	112.7	90.9	151.6	80.9	117.5
SPDYE2	65.3	75.7	141.7	83	53.4	118.7
ERICH1	9.8	7.2	8	10.4	6.1	6.9
TIMM50	49.7	139.7	60.9	77.4	87.7	123.3
TMEM144	3.5	2.2	3.3	4.6	2.5	3
MYLK3	4.1	5.1	12.4	23.1	3.4	15.1
ZNF573	154.8	252.3	179.3	218.4	137.6	181.4
ANGEL2	25.9	11.9	53.4	76.7	81.7	93.6
GTPBP4	77.4	65.7	91.6	66.2	91.8	146.1
SKA1	4.7	37.4	21.5	24.3	5.9	5.1
LOC100127972	112.8	148	145.7	126.6	110.7	147.4
SIX5	16.8	9.9	20.5	12.3	12.8	48
ZNF234	13	17	37.8	34.6	16.1	31.2
ZNF813	116.2	107.4	97.8	62.3	101.6	100.7
SEC14L1P1	3.9	14.6	9.1	8.8	5	12
LRRC75B	25.9	29.3	21.5	21	26.6	24.9
DSERG1	85.2	151.4	185.9	80.8	95.6	144.2
ZBTB7C	39.2	15.1	43.8	36.6	8	8.8
PLEKHA2	133.7	194.3	303.7	115	113.5	175.8
WNT7B	4.7	16.9	9.6	28.3	13.6	45.2
MAGOH2P	51	10.3	51.8	36.3	48.2	42
CNPY4	84.7	57.7	59.8	72.8	78.3	20.2
SEC61A1	1663.7	1261.2	1285.7	1361.8	1083.5	869.8
EIF3L	4706.3	4687.7	4907.6	4609.5	4649.6	5219
CHCHD2	6585.7	4957.6	5000.5	5327.4	5856.8	6555.9
NGRN	2254.7	2512.1	2334.8	2173.9	2493.7	2953.4
COPZ1	1334.9	1292.6	1250.6	1464.9	1065.6	1525.6
VPS35	3070.2	2448.4	2811.8	2552.9	2809.6	2415.7
S100A6	8469.4	11772.3	11406.4	8739.1	11313.1	8922.5
AES	617.8	652.9	690.6	590.8	331.3	525.7
ITM2B	4312.5	3209.7	4087.9	4251.6	3652.3	4137.9
TMSB10	9303.2	10092.5	8802.4	9573.5	9744.1	10250.7
WDR6	523	652.4	583.9	488.8	508.4	565.4
EIF2AK1	267.8	312	313.4	306.3	240.5	302.4
RTFDC1	927.8	995.6	941.4	905.7	929.4	1210.1
NAMPT	612.2	1041.1	848.3	708.8	1532.7	1596.7
WAC	2439.4	2690.7	2878.6	2478.7	2320.3	2218.6
TMEM30A	1341.4	1551.8	1518.9	1448.9	1839.2	1801.5
PERP	172.6	424.5	227.5	241	292.1	292.5
NAA50	1090.5	1180.8	1170	799.2	1046.3	1251.3
PDCD6IP	1612.2	1759	1877.8	1497	1769.3	1718.6
ADIPOR1	1534.1	1207.5	1327.7	1318.2	1381.2	1324.4
COPG1	577.1	443.5	449.4	463.2	595.9	453.9
UBE2Z	1252.2	1675.8	1672.6	1421.4	1429.5	1446.7
GSTK1	1155.4	1253	1140.7	889.9	1316.2	1380.4
CNDP2	1394.3	970.2	985.6	990.9	1033.7	1580.9
DDX56	351.5	479.9	315.9	361.5	400.8	415.6
HN1	431.6	278.2	313.5	412.3	86.4	366.7
A2M	6246.6	5707.8	5400.1	6058.7	6504.4	4884.2
TM9SF3	1372	1362.3	1314.8	1371.6	1471.7	1518.8
TRIM44	1176.8	1906.5	1724.4	1348	1190	1646.1
ADI1	1167.8	1059.5	1119.9	907.9	743.3	1528.6
RAB31	1525.8	2234.8	2872	3111.4	2906.5	2492.7
NRBP1	334	330.2	330.4	690.2	345	232.2
TMEM50A	984	1093.3	965.3	1093.9	1606.1	1165.6
C3	3385.6	5929.9	2700.4	2181.8	4123.2	1867.8
C14orf166	3223.5	3315.4	3390.5	3771.3	3189.3	3749.6
POMP	3056.9	2851	2958.3	2793.5	2809.6	3626
PIGT	1526	1534	1185.4	1160.1	1966.9	1315.5
GOLM1	1908.1	1207.7	1033.7	1285.5	2080	2354.9
MTCH2	1164.3	1162.7	1289.5	1517.6	1224.8	1520.5
NDUFA4	2645.9	2530	2423.2	2249.3	2646.3	3517.1
TRMT112	3607.8	2835.1	3293.5	2907.5	3316.8	3376
HACD3	604.9	662.9	411.3	432.6	610.8	653.5
SLC39A1	642.7	841.6	703.4	518.8	557.5	502.7
PNRC2	2080.7	2303.9	2397.1	2237.9	3271.4	2864.9
WDR83OS	2281.6	2213.9	2997.6	1916.5	2082.8	2399.9
ZNF106	1119.3	1653.4	1652	2063.8	1900.1	1804.1
GPS1	231.1	254.1	288.5	245.1	261.1	260.8
YPEL5	2826.1	2636.5	2646.6	2962.2	2781.1	2822.7
YKT6	439.8	233.1	224	704.8	203.9	243.3
PRMT5	865.1	704.3	760.5	806.7	675	671.1
GALNT2	618.6	519.9	439.4	428.3	262.3	184.6
SNX6	1569.2	1822	1959.3	1714.2	1922.1	2209.2
SSR3	422.6	159.9	183.3	387.3	280.4	329.3
ALDH18A1	855.5	577.3	651.8	1296.4	718.8	626.5
SNX5	1499.2	1211.2	1147.5	1480.1	1403.9	1716.9
RAB11B	619.8	619.4	649	377.5	357.6	299.8
PRR13	2381.4	1661.9	1645.8	1448.4	1617.8	2801.9
TMEM43	2641.2	3220.8	2972.8	3201.2	3655.5	2724.2
NPLOC4	403.3	532	849.1	587.8	748.8	571.3
UFC1	3529.3	2120.1	2543.2	2898.8	2285.9	3030.8
CNOT2	901.6	1173.9	1381.5	1321.2	1289.8	1155.9
UBE2H	688.2	982.6	738.9	717	911.3	765.4
NDFIP1	2228.9	2825.5	3052.6	2660.6	2111.2	2660.8
ATP5E	4311.9	4152.6	3484.8	4181.3	3448.1	5091.1
NUCKS1	2476.8	2436.8	2292.3	2343.9	2300.6	2899.2
GOLPH3	2080.6	2553.6	2175.4	1814.9	2329.5	1989.3
POLDIP2	666.2	703.6	792.7	790	676.6	737.3
MAPKAP1	859.5	632.9	703.5	675.9	524.5	484.5
BZW2	1140	976.2	1104	1394.2	1429.8	1696.8
LARS	432.6	448.6	752.6	776.9	541.8	913.6
SELT	3935.6	1953.5	2236.4	2200.6	3041.6	3908.1
YTHDF2	795.3	895.3	855.6	815.8	846.7	953.4
SPIN1	402.1	417.7	472.7	414.4	650.5	556.9
CCDC47	604.6	880.7	1075.4	889.4	946.5	1120.3
SUPT16H	850.4	1425.9	1273.8	1126.2	1324.3	1483.6
PCNP	1914.3	2463.9	2143.6	2288.6	2698.5	3348.1
ARPC4	1136.9	1286.8	1190.5	1059.9	954.2	1264.9
GOLGA7	1544.2	1766.2	1719.2	2120	2435.7	2283.2
ENAH	2182.8	2528.7	2477.8	2263.6	2068.3	2361.5
WBP11	647.8	492.6	599.3	658.6	572.3	652.2
UBE2J1	1012.8	525.3	490	642.7	526	601.6
SLTM	497.7	645.4	582.6	698	499.3	770.3
USP39	217.9	233.4	324.5	253.3	215.5	393.4
NSFL1C	569.8	769.5	772.1	670.2	744.1	640.6
YY1AP1	409.1	529.4	477.3	509.7	586.1	641.6
EVL	712.2	675.4	479	1064	516.6	524.1
TFG	1826.5	2594.9	2028.7	1951.7	1801.3	2076.2
DDX41	758.7	730.6	714	795.5	753.4	773.1
PPME1	332.9	363.4	301.3	498.3	433.6	429.3
MED4	339.2	415.8	387.4	266.7	348	397.7
CTDSP1	1316.8	1943.1	1638.3	1502.3	1535.3	1538.4
HIGD1A	2038.7	2479.9	2044.1	2100.4	2534.3	3686.6
THRAP3	243	175.3	327.3	335.5	192.2	83.6
PPA1	2711.2	2990.3	3057.3	2658.7	3771.1	2996.8
CDC42BPB	531.4	839.7	732.2	1027.5	576.6	555.4
PRELID3B	232.5	226.5	202	228.3	115.8	427.7
ARL8B	1892	2245.1	2170.8	2318.5	2384.9	2344
TNS3	2604.2	2192.9	2167	2703.4	2231.6	3081.8
SDF4	1558.9	1344.9	1026	1906.2	1564.3	1924.1
ARMCX3	858	1017.1	917.4	1177.4	963.6	1161.1
NDUFA10	1528	2009.5	1692.4	1844.3	2061.7	2117
PREB	772.7	540.4	603.5	527.1	426.6	563.9
PIAS1	368.8	490.4	449.6	388.5	414.2	486.3
RNF130	3551.6	3149.1	3779.8	2907	4249.2	3509
CPSF7	743.6	994.4	1047.2	811	961.2	916.4
BACE2	811.7	606.5	626.8	646.9	946	445.8
METTL9	929.5	1362.2	1297.4	1579.6	1414.8	2046.7
HSD17B12	2594.7	2278.1	2316.9	2188.4	2932.7	3137.4
CMPK1	1527.3	1965.1	1948	2200.1	2037.5	2779.7
MIF	3689.3	3070.2	2737.6	3740.7	2392	4238
PIH1D1	813.2	748.5	882.8	786.7	791.6	939
CAB39	1671.3	1397.7	1865.5	1065.1	1695.4	1777.1
SUCLG1	1431.8	1357	1344.2	1525.7	1385.4	1755.6
PMEPA1	1060.2	902.8	531.1	715.3	749.4	832.6
GTF3C5	26.3	41	42.9	109.2	61.8	97.5
